pair_id,donation_id,request_id,y,food_type,req_qty_value,req_qty_unit,off_qty_text,req_qty_g,off_qty_g,qty_ratio,qty_bucket,unit_compatible,distance_km,expiry_gap_days,donation_fresh_days_left,req_need_days_from_now,window_overlap_min,has_coords,created_at
26554547_6314251f,6314251f,26554547,0,Frozen / Chilled,460.0,grams,13.6 kg,460.0,13600.0,10.0,too_large,1,7.898,-4,0,4,34,1,2025-09-28T09:29:51.605983+00:00
1993bc38_ff713a37,ff713a37,1993bc38,0,Cooked Meals,1.7,kg,2021 grams,1700.0,2021.0,1.1888235294117646,balanced,1,29.382,-9,0,9,74,1,2025-10-01T15:57:30.055191+00:00
6e6270e8_d9df79d2,d9df79d2,6e6270e8,1,Beverage,3.6,kg,4042 grams,3600.0,4042.0,1.1227777777777779,balanced,1,26.195,-2,0,2,17,1,2025-10-02T08:08:31.130146+00:00
f60e22be_a1eb6527,a1eb6527,f60e22be,1,Cooked Meals,738.0,grams,17.5 kg,738.0,17500.0,10.0,too_large,1,25.437,-10,-1,9,23,1,2025-09-29T07:01:45.289882+00:00
47a471f5_677854e8,677854e8,47a471f5,1,Cooked Meals,18.2,kg,18.7 kg,18200.0,18700.0,1.0274725274725274,balanced,1,24.396,1,3,2,42,1,2025-10-04T04:53:39.136988+00:00
76fb2806_1e39b46f,1e39b46f,76fb2806,1,Frozen / Chilled,6.8,kg,10.0 kg,6800.0,10000.0,1.4705882352941178,balanced,1,7.223,4,5,1,16,1,2025-09-30T23:27:00.498445+00:00
9eaaef84_f96341f1,f96341f1,9eaaef84,0,Beverage,14.4,kg,21.2 kg,14400.0,21200.0,1.4722222222222223,balanced,1,18.229,-6,-1,5,119,1,2025-09-27T17:49:58.328824+00:00
81902b6d_b91c1ed0,b91c1ed0,81902b6d,1,Packaged / Canned,0.9,kg,4.4 kg,900.0,4400.0,4.888888888888889,too_large,1,39.375,-6,2,8,67,1,2025-10-04T03:06:45.522196+00:00
bd1ede12_9bdea4c8,9bdea4c8,bd1ede12,0,Frozen / Chilled,1.4,kg,17.2 kg,1400.0,17200.0,10.0,too_large,1,16.886,-5,-1,4,83,1,2025-09-30T15:57:25.456125+00:00
bdc90c23_2126f984,2126f984,bdc90c23,0,Fresh Produce,10.3,kg,5.5 kg,10300.0,5500.0,0.5339805825242718,small,1,13.749,-5,1,6,23,1,2025-10-03T13:39:32.271830+00:00
67386093_ca1cd8f0,ca1cd8f0,67386093,1,Bakery,3987.0,grams,3073 grams,3987.0,3073.0,0.7707549535991974,small,1,19.371,-3,4,7,28,1,2025-09-28T09:47:40.756141+00:00
fe9d3c5a_0eb28e9e,0eb28e9e,fe9d3c5a,1,Packaged / Canned,2.6,kg,5687 grams,2600.0,5687.0,2.187307692307692,balanced,1,25.674,3,3,0,96,1,2025-10-02T23:04:01.567020+00:00
a01b5b74_0f545977,0f545977,a01b5b74,1,Cooked Meals,14.6,kg,24.4 kg,14600.0,24400.0,1.6712328767123288,balanced,1,12.812,-4,0,4,42,1,2025-10-01T14:37:45.146801+00:00
f7e0f508_13593519,13593519,f7e0f508,1,Beverage,2002.0,grams,3439 grams,2002.0,3439.0,1.7177822177822177,balanced,1,29.087,0,0,0,113,1,2025-09-29T19:52:18.512972+00:00
2d7ff587_5915cb6e,5915cb6e,2d7ff587,0,Frozen / Chilled,10.5,kg,2.8 kg,10500.0,2800.0,0.26666666666666666,too_small,1,22.521,0,3,3,116,1,2025-10-01T23:03:07.114643+00:00
2d12cf07_d19eb21a,d19eb21a,2d12cf07,1,Cooked Meals,13.1,kg,12.7 kg,13100.0,12700.0,0.9694656488549618,balanced,1,31.859,-9,0,9,22,1,2025-10-02T19:18:03.475228+00:00
43da3161_cbe7396c,cbe7396c,43da3161,0,Packaged / Canned,2.6,kg,1.1 kg,2600.0,1100.0,0.4230769230769231,too_small,1,10.178,-6,-1,5,109,1,2025-10-02T19:21:30.834560+00:00
e45d0589_e338d993,e338d993,e45d0589,1,Cooked Meals,4.7,kg,10.4 kg,4700.0,10400.0,2.2127659574468086,balanced,1,18.197,4,6,2,66,1,2025-10-04T07:22:09.111463+00:00
d0ca2591_b7f269fc,b7f269fc,d0ca2591,1,Beverage,19.9,kg,19.4 kg,19900.0,19400.0,0.9748743718592965,balanced,1,32.622,1,5,4,28,1,2025-09-27T19:10:19.816861+00:00
8d170c70_99307986,99307986,8d170c70,0,Beverage,2.8,kg,12.2 kg,2800.0,12200.0,4.357142857142857,too_large,1,20.279,0,6,6,26,1,2025-09-29T00:18:36.726954+00:00
b2a30242_09321975,09321975,b2a30242,1,Bakery,2893.0,grams,2850 grams,2893.0,2850.0,0.9851365364673349,balanced,1,13.714,-6,2,8,73,1,2025-09-29T12:35:11.717945+00:00
a4183385_e33ee2d1,e33ee2d1,a4183385,1,Fresh Produce,12.7,kg,23.5 kg,12700.0,23500.0,1.8503937007874016,balanced,1,23.135,2,4,2,117,1,2025-10-03T23:00:36.106305+00:00
45d865e4_11281c29,11281c29,45d865e4,0,Bakery,16.8,kg,1.4 kg,16800.0,1400.0,0.08333333333333333,too_small,1,5.531,-6,2,8,84,1,2025-09-27T22:19:50.884326+00:00
3ef03bc0_981d0ef7,981d0ef7,3ef03bc0,1,Frozen / Chilled,8.0,kg,10.5 kg,8000.0,10500.0,1.3125,balanced,1,11.9,1,1,0,96,1,2025-09-28T03:23:47.249164+00:00
87cf2a6e_ad5bcbaa,ad5bcbaa,87cf2a6e,0,Beverage,2225.0,grams,8.7 kg,2225.0,8700.0,3.9101123595505616,too_large,1,32.779,-6,-1,5,120,1,2025-09-30T20:49:45.020768+00:00
6993a434_b7b8936e,b7b8936e,6993a434,1,Packaged / Canned,1.4,kg,1.6 kg,1400.0,1600.0,1.1428571428571428,balanced,1,39.278,-2,5,7,58,1,2025-10-01T05:29:19.350713+00:00
c14122bd_2b71f631,2b71f631,c14122bd,1,Bakery,18.4,kg,413 grams,18400.0,413.0,0.022445652173913044,too_small,1,25.621,-5,1,6,47,1,2025-09-28T23:24:55.709872+00:00
e0c75749_fd215545,fd215545,e0c75749,1,Bakery,1.9,kg,12.5 kg,1900.0,12500.0,6.578947368421052,too_large,1,7.996,-3,2,5,98,1,2025-09-28T19:14:47.304730+00:00
b12e1787_05a65981,05a65981,b12e1787,1,Beverage,1013.0,grams,5252 grams,1013.0,5252.0,5.184600197433366,too_large,1,38.044,-6,3,9,71,1,2025-09-29T01:29:02.749572+00:00
92ba7359_b89f5ccd,b89f5ccd,92ba7359,1,Cooked Meals,15.0,kg,0.7 kg,15000.0,700.0,0.04666666666666667,too_small,1,22.189,-2,-1,1,15,1,2025-09-27T16:42:34.408558+00:00
86648670_d6a16ed6,d6a16ed6,86648670,1,Packaged / Canned,5.6,kg,4.2 kg,5600.0,4200.0,0.75,small,1,11.174,3,4,1,77,1,2025-10-02T12:26:44.990728+00:00
59435cf6_a73daad7,a73daad7,59435cf6,0,Beverage,3088.0,grams,22.8 kg,3088.0,22800.0,7.383419689119171,too_large,1,13.752,-1,0,1,44,1,2025-10-01T07:45:33.056150+00:00
465a3fbf_a615cda4,a615cda4,465a3fbf,0,Cooked Meals,19.6,kg,15.4 kg,19600.0,15400.0,0.7857142857142857,small,1,17.025,-4,-1,3,40,1,2025-09-29T23:54:20.082350+00:00
e3b92c82_2ba77143,2ba77143,e3b92c82,0,Packaged / Canned,5.3,kg,834 grams,5300.0,834.0,0.15735849056603773,too_small,1,27.273,5,5,0,82,1,2025-10-02T19:03:23.637226+00:00
4c1a844d_29159fa6,29159fa6,4c1a844d,1,Cooked Meals,6.3,kg,13.4 kg,6300.0,13400.0,2.126984126984127,balanced,1,2.065,2,6,4,71,1,2025-09-27T15:49:15.016048+00:00
f141cd17_9cb35060,9cb35060,f141cd17,1,Packaged / Canned,13.0,kg,21.1 kg,13000.0,21100.0,1.623076923076923,balanced,1,33.119,-2,2,4,57,1,2025-09-28T18:26:18.361614+00:00
ceb6d7aa_a5cfb150,a5cfb150,ceb6d7aa,1,Bakery,19.0,kg,21.6 kg,19000.0,21600.0,1.1368421052631579,balanced,1,37.078,-2,5,7,72,1,2025-09-28T15:07:06.062891+00:00
0a97d02b_91f451f4,91f451f4,0a97d02b,1,Fresh Produce,521.0,grams,3877 grams,521.0,3877.0,7.4414587332053745,too_large,1,32.447,-1,5,6,72,1,2025-09-28T02:43:35.803059+00:00
06848490_f4171877,f4171877,06848490,0,Frozen / Chilled,13.8,kg,17.0 kg,13800.0,17000.0,1.2318840579710144,balanced,1,9.002,-5,3,8,97,1,2025-10-02T06:55:15.111061+00:00
500c1811_b57e53b5,b57e53b5,500c1811,1,Frozen / Chilled,14.6,kg,21.9 kg,14600.0,21900.0,1.5,balanced,1,6.471,-1,2,3,98,1,2025-09-28T22:04:20.313957+00:00
bf1e99c3_2a3713a7,2a3713a7,bf1e99c3,1,Frozen / Chilled,2154.0,grams,2259 grams,2154.0,2259.0,1.0487465181058495,balanced,1,19.314,-4,4,8,93,1,2025-09-28T04:49:13.100451+00:00
9975925b_aa29ee80,aa29ee80,9975925b,1,Beverage,5.1,kg,273 grams,5100.0,273.0,0.05352941176470588,too_small,1,21.236,-6,2,8,81,1,2025-09-29T07:19:07.802012+00:00
a52f97b1_b3b282fe,b3b282fe,a52f97b1,1,Fresh Produce,18.9,kg,17.0 kg,18900.0,17000.0,0.8994708994708994,balanced,1,28.942,-1,-1,0,112,1,2025-10-03T20:39:40.430253+00:00
08887380_d00bfcf3,d00bfcf3,08887380,1,Bakery,12.0,kg,17.5 kg,12000.0,17500.0,1.4583333333333333,balanced,1,37.881,-1,2,3,82,1,2025-09-29T10:39:03.219290+00:00
68494fdd_111b9ad5,111b9ad5,68494fdd,0,Bakery,3146.0,grams,24.5 kg,3146.0,24500.0,7.787666878575969,too_large,1,20.101,-9,0,9,81,1,2025-09-28T17:34:03.404801+00:00
42ac6bd6_5685579d,5685579d,42ac6bd6,1,Frozen / Chilled,16.1,kg,20.5 kg,16100.000000000002,20500.0,1.2732919254658384,balanced,1,43.511,-5,2,7,47,1,2025-09-29T17:10:14.403938+00:00
9a63ed81_ce2441d1,ce2441d1,9a63ed81,0,Bakery,3549.0,grams,5562 grams,3549.0,5562.0,1.5672020287404902,balanced,1,27.405,-2,-1,1,102,1,2025-10-01T01:16:07.267596+00:00
16dd028e_f98ceeb6,f98ceeb6,16dd028e,1,Bakery,8.8,kg,12.9 kg,8800.0,12900.0,1.4659090909090908,balanced,1,18.212,3,4,1,89,1,2025-09-29T19:25:40.463261+00:00
ed1fbd99_fe37313b,fe37313b,ed1fbd99,1,Fresh Produce,10.4,kg,2.9 kg,10400.0,2900.0,0.27884615384615385,too_small,1,20.092,2,6,4,66,1,2025-10-01T15:20:37.793429+00:00
d2bcb0db_b7260914,b7260914,d2bcb0db,0,Beverage,9.0,kg,23.0 kg,9000.0,23000.0,2.5555555555555554,balanced,1,44.785,-6,1,7,8,1,2025-10-03T12:55:13.876259+00:00
ca67eb24_2c4a3204,2c4a3204,ca67eb24,1,Cooked Meals,826.0,grams,19.5 kg,826.0,19500.0,10.0,too_large,1,40.913,-4,0,4,63,1,2025-10-01T10:57:07.635273+00:00
249f845e_548bf1c8,548bf1c8,249f845e,1,Frozen / Chilled,3292.0,grams,12.8 kg,3292.0,12800.0,3.8882138517618468,too_large,1,9.942,-1,4,5,70,1,2025-10-04T07:18:29.779690+00:00
f34e478e_f2a1e865,f2a1e865,f34e478e,1,Cooked Meals,3.1,kg,14.4 kg,3100.0,14400.0,4.645161290322581,too_large,1,11.736,-6,0,6,41,1,2025-10-02T12:38:22.559207+00:00
9baef990_b6c6c18b,b6c6c18b,9baef990,0,Beverage,15.5,kg,556 grams,15500.0,556.0,0.03587096774193548,too_small,1,36.802,-7,0,7,120,1,2025-09-28T22:19:30.062660+00:00
9044b830_36f91de3,36f91de3,9044b830,1,Fresh Produce,14.2,kg,17.5 kg,14200.0,17500.0,1.232394366197183,balanced,1,26.032,0,1,1,112,1,2025-10-04T04:08:27.323364+00:00
75cea909_1f199053,1f199053,75cea909,1,Fresh Produce,14.0,kg,20.1 kg,14000.0,20100.0,1.4357142857142857,balanced,1,2.109,-1,-1,0,78,1,2025-09-30T03:48:23.239222+00:00
be1b3814_0a150eab,0a150eab,be1b3814,1,Packaged / Canned,13.0,kg,20.0 kg,13000.0,20000.0,1.5384615384615385,balanced,1,26.414,0,6,6,69,1,2025-09-30T03:44:24.729073+00:00
8579c2ff_39fc43c4,39fc43c4,8579c2ff,0,Fresh Produce,3856.0,grams,22.9 kg,3856.0,22900.0,5.9387966804979255,too_large,1,38.497,-3,0,3,10,1,2025-10-01T19:03:10.006227+00:00
4a7491a4_34c1a65a,34c1a65a,4a7491a4,0,Frozen / Chilled,8.9,kg,5792 grams,8900.0,5792.0,0.6507865168539326,small,1,34.452,-6,3,9,1,1,2025-09-30T19:10:44.796592+00:00
a2d98ab4_a0c81345,a0c81345,a2d98ab4,1,Packaged / Canned,1566.0,grams,5934 grams,1566.0,5934.0,3.789272030651341,too_large,1,10.133,-9,0,9,76,1,2025-10-02T05:01:17.863739+00:00
461da158_b003bf01,b003bf01,461da158,1,Beverage,1.5,kg,7.0 kg,1500.0,7000.0,4.666666666666667,too_large,1,11.939,-5,4,9,1,1,2025-10-02T11:42:49.087199+00:00
bf3a654e_0f737192,0f737192,bf3a654e,0,Beverage,15.7,kg,4.2 kg,15700.0,4200.0,0.267515923566879,too_small,1,16.842,-6,0,6,96,1,2025-09-28T19:12:12.798581+00:00
563817da_e639828b,e639828b,563817da,1,Packaged / Canned,1580.0,grams,5.4 kg,1580.0,5400.0,3.4177215189873418,too_large,1,18.405,-1,3,4,77,1,2025-09-29T19:45:03.298063+00:00
0aceaee7_ed1b217d,ed1b217d,0aceaee7,1,Fresh Produce,14.0,kg,21.2 kg,14000.0,21200.0,1.5142857142857142,balanced,1,28.244,-4,0,4,68,1,2025-10-02T10:57:28.620046+00:00
30058a1c_2eb0c28a,2eb0c28a,30058a1c,1,Packaged / Canned,9.3,kg,1.8 kg,9300.0,1800.0,0.1935483870967742,too_small,1,33.97,1,5,4,50,1,2025-10-03T22:28:25.149589+00:00
3894d3a2_1e7485ab,1e7485ab,3894d3a2,0,Fresh Produce,17.3,kg,0.7 kg,17300.0,700.0,0.04046242774566474,too_small,1,21.543,-2,4,6,92,1,2025-10-01T13:57:47.155852+00:00
657984a8_74d43d06,74d43d06,657984a8,1,Beverage,18.9,kg,24.7 kg,18900.0,24700.0,1.306878306878307,balanced,1,19.961,-6,3,9,102,1,2025-09-29T02:20:01.278578+00:00
c38237c4_50403ec3,50403ec3,c38237c4,1,Frozen / Chilled,2215.0,grams,1023 grams,2215.0,1023.0,0.4618510158013544,too_small,1,16.685,4,6,2,95,1,2025-09-30T14:32:06.755939+00:00
33906688_5789233b,5789233b,33906688,0,Bakery,17.1,kg,0.8 kg,17100.0,800.0,0.04678362573099415,too_small,1,18.042,0,5,5,109,1,2025-10-02T15:37:47.874512+00:00
b1ff9c0a_5d52ffc4,5d52ffc4,b1ff9c0a,0,Beverage,1728.0,grams,21.7 kg,1728.0,21700.0,10.0,too_large,1,14.162,0,2,2,111,1,2025-09-28T16:18:31.459970+00:00
7210dcf3_068c85ee,068c85ee,7210dcf3,1,Fresh Produce,17.3,kg,4764 grams,17300.0,4764.0,0.2753757225433526,too_small,1,30.568,1,5,4,119,1,2025-09-29T18:00:45.975866+00:00
0737649c_30e82ba7,30e82ba7,0737649c,1,Beverage,435.0,grams,21.4 kg,435.0,21400.0,10.0,too_large,1,18.797,2,6,4,40,1,2025-10-04T06:45:35.596072+00:00
9bb1cd25_7ddf83aa,7ddf83aa,9bb1cd25,1,Cooked Meals,8.2,kg,17.6 kg,8200.0,17600.0,2.1463414634146343,balanced,1,17.141,2,5,3,119,1,2025-10-02T10:12:50.458044+00:00
5aeeb826_c3b10777,c3b10777,5aeeb826,1,Frozen / Chilled,11.4,kg,14.4 kg,11400.0,14400.0,1.263157894736842,balanced,1,24.04,-1,4,5,113,1,2025-10-03T18:01:40.496770+00:00
6709831a_e0eadc31,e0eadc31,6709831a,0,Beverage,11.8,kg,4.7 kg,11800.0,4700.0,0.3983050847457627,too_small,1,20.184,2,4,2,88,1,2025-10-02T05:36:10.038100+00:00
fdcc346f_0969b8d3,0969b8d3,fdcc346f,0,Beverage,5.0,kg,3.5 kg,5000.0,3500.0,0.7,small,1,15.197,-4,2,6,77,1,2025-10-03T11:05:32.057866+00:00
5d5f9d87_b31adb46,b31adb46,5d5f9d87,1,Bakery,8.1,kg,7.4 kg,8100.0,7400.0,0.9135802469135802,balanced,1,12.796,-6,0,6,74,1,2025-09-29T06:29:37.871606+00:00
1ff81d71_c602186f,c602186f,1ff81d71,1,Frozen / Chilled,2357.0,grams,24.6 kg,2357.0,24600.0,10.0,too_large,1,37.345,1,6,5,69,1,2025-09-29T22:13:21.373414+00:00
4ccbd749_a7ba354f,a7ba354f,4ccbd749,1,Packaged / Canned,18.3,kg,5684 grams,18300.0,5684.0,0.3106010928961749,too_small,1,8.653,0,4,4,53,1,2025-09-28T10:39:34.576607+00:00
0a483d5c_90219047,90219047,0a483d5c,1,Bakery,803.0,grams,1631 grams,803.0,1631.0,2.0311332503113326,balanced,1,23.232,3,3,0,81,1,2025-09-27T17:37:51.980664+00:00
0457d3a8_cdb19470,cdb19470,0457d3a8,1,Fresh Produce,13.2,kg,3833 grams,13200.0,3833.0,0.2903787878787879,too_small,1,22.967,3,6,3,50,1,2025-09-29T18:31:05.704412+00:00
738a76fb_7ea292e3,7ea292e3,738a76fb,1,Packaged / Canned,19.0,kg,19.1 kg,19000.0,19100.0,1.0052631578947369,balanced,1,4.952,-7,0,7,102,1,2025-09-28T11:38:16.338442+00:00
f7fbedb0_0a016d59,0a016d59,f7fbedb0,1,Beverage,9.0,kg,18.6 kg,9000.0,18600.0,2.066666666666667,balanced,1,17.905,-3,0,3,58,1,2025-09-29T09:31:51.917152+00:00
a436ed90_1a04ea95,1a04ea95,a436ed90,1,Bakery,3.2,kg,20.9 kg,3200.0,20900.0,6.53125,too_large,1,8.784,-3,3,6,64,1,2025-10-02T06:40:47.298464+00:00
90529ff9_eb9a2bc6,eb9a2bc6,90529ff9,1,Beverage,19.4,kg,22.5 kg,19400.0,22500.0,1.1597938144329898,balanced,1,21.908,-2,-1,1,116,1,2025-10-02T20:08:06.594307+00:00
72f70497_53aa376a,53aa376a,72f70497,1,Frozen / Chilled,2084.0,grams,7.1 kg,2084.0,7100.0,3.4069097888675626,too_large,1,6.071,-2,6,8,34,1,2025-10-03T05:54:23.987617+00:00
360722d1_846ca1cf,846ca1cf,360722d1,0,Fresh Produce,0.6,kg,18.7 kg,600.0,18700.0,10.0,too_large,1,39.602,-7,-1,6,45,1,2025-09-28T09:02:04.520384+00:00
e01f01a5_04ae3cdf,04ae3cdf,e01f01a5,0,Fresh Produce,1030.0,grams,10.4 kg,1030.0,10400.0,10.0,too_large,1,7.77,-1,1,2,75,1,2025-10-03T16:18:38.195727+00:00
a098dac3_4940c036,4940c036,a098dac3,1,Bakery,11.0,kg,15.0 kg,11000.0,15000.0,1.3636363636363635,balanced,1,14.783,-1,5,6,83,1,2025-10-03T13:59:49.701852+00:00
1fefbc0f_69501f96,69501f96,1fefbc0f,1,Packaged / Canned,5.0,kg,12.2 kg,5000.0,12200.0,2.44,balanced,1,15.942,2,2,0,109,1,2025-10-03T17:48:47.066589+00:00
0576934e_c16e4ce0,c16e4ce0,0576934e,0,Beverage,14.3,kg,10.0 kg,14300.0,10000.0,0.6993006993006993,small,1,36.359,-6,1,7,3,1,2025-10-03T15:39:11.478973+00:00
d4f7e7e3_2959a621,2959a621,d4f7e7e3,0,Frozen / Chilled,5.0,kg,340 grams,5000.0,340.0,0.068,too_small,1,12.593,-8,0,8,73,1,2025-10-03T01:50:36.954344+00:00
e15f3cb4_765ac003,765ac003,e15f3cb4,1,Packaged / Canned,8.6,kg,5.6 kg,8600.0,5600.0,0.6511627906976745,small,1,20.226,-1,6,7,55,1,2025-09-27T18:42:36.460592+00:00
8170beb8_f03aa207,f03aa207,8170beb8,1,Bakery,2637.0,grams,13.2 kg,2637.0,13200.0,5.005688282138794,too_large,1,13.326,-3,5,8,46,1,2025-10-02T16:18:43.307959+00:00
e6fbb44c_d62ac619,d62ac619,e6fbb44c,1,Cooked Meals,3560.0,grams,4854 grams,3560.0,4854.0,1.3634831460674157,balanced,1,24.518,-7,2,9,72,1,2025-10-03T07:40:04.202152+00:00
c189c61a_67bfc897,67bfc897,c189c61a,0,Fresh Produce,15.5,kg,2959 grams,15500.0,2959.0,0.1909032258064516,too_small,1,33.341,-4,0,4,57,1,2025-09-29T18:27:31.350089+00:00
2ec7b3e8_233b5c04,233b5c04,2ec7b3e8,1,Packaged / Canned,12.3,kg,24.7 kg,12300.0,24700.0,2.008130081300813,balanced,1,28.555,0,1,1,105,1,2025-09-30T20:04:43.888379+00:00
da534dbc_616d7a79,616d7a79,da534dbc,1,Beverage,2.3,kg,13.5 kg,2300.0,13500.0,5.869565217391305,too_large,1,37.772,1,6,5,42,1,2025-09-30T01:29:14.487043+00:00
0a1e549d_f3aeac02,f3aeac02,0a1e549d,0,Frozen / Chilled,19.7,kg,9.6 kg,19700.0,9600.0,0.4873096446700508,too_small,1,4.951,-4,1,5,67,1,2025-09-29T21:47:49.989561+00:00
70c883a7_87ac9733,87ac9733,70c883a7,0,Beverage,3042.0,grams,15.4 kg,3042.0,15400.0,5.062458908612755,too_large,1,46.107,3,5,2,4,1,2025-09-29T01:45:26.171525+00:00
649f22c3_02c70aef,02c70aef,649f22c3,0,Frozen / Chilled,15.1,kg,14.1 kg,15100.0,14100.0,0.9337748344370861,balanced,1,34.283,-1,4,5,88,1,2025-10-03T00:10:42.335545+00:00
42510e21_a90b9534,a90b9534,42510e21,1,Bakery,7.7,kg,22.3 kg,7700.0,22300.0,2.896103896103896,balanced,1,22.594,-2,4,6,11,1,2025-10-03T12:55:57.680762+00:00
62cc9476_79615070,79615070,62cc9476,0,Packaged / Canned,7.4,kg,677 grams,7400.0,677.0,0.09148648648648648,too_small,1,30.476,0,6,6,28,1,2025-10-02T00:20:35.529666+00:00
b5a00ef9_bfbd5087,bfbd5087,b5a00ef9,1,Cooked Meals,2903.0,grams,7.8 kg,2903.0,7800.0,2.6868756458835685,balanced,1,33.417,-5,0,5,47,1,2025-10-01T01:32:12.379827+00:00
b14ea4cf_a637f352,a637f352,b14ea4cf,1,Beverage,16.5,kg,3.1 kg,16500.0,3100.0,0.18787878787878787,too_small,1,35.608,-8,1,9,91,1,2025-09-30T17:43:52.054441+00:00
54f2a750_8f1a09fb,8f1a09fb,54f2a750,0,Cooked Meals,17.6,kg,1.9 kg,17600.0,1900.0,0.10795454545454546,too_small,1,17.6,1,2,1,106,1,2025-10-03T01:28:05.831141+00:00
c947dd8e_77d1d7bb,77d1d7bb,c947dd8e,1,Cooked Meals,6.5,kg,24.2 kg,6500.0,24200.0,3.723076923076923,too_large,1,30.489,-5,0,5,92,1,2025-09-29T21:28:51.419209+00:00
d3c260f2_58bc4701,58bc4701,d3c260f2,0,Packaged / Canned,3357.0,grams,21.9 kg,3357.0,21900.0,6.523681858802502,too_large,1,40.098,0,4,4,109,1,2025-09-30T09:37:24.976475+00:00
1cb1c5e1_388d980b,388d980b,1cb1c5e1,1,Beverage,18.3,kg,15.3 kg,18300.0,15300.0,0.8360655737704918,balanced,1,40.613,0,6,6,92,1,2025-10-01T14:25:36.584412+00:00
bb91ead2_49efd233,49efd233,bb91ead2,1,Frozen / Chilled,3020.0,grams,6.5 kg,3020.0,6500.0,2.152317880794702,balanced,1,16.24,-5,4,9,118,1,2025-10-01T17:40:19.640139+00:00
edd52b21_0b598576,0b598576,edd52b21,1,Cooked Meals,19.4,kg,2204 grams,19400.0,2204.0,0.11360824742268041,too_small,1,7.471,2,2,0,90,1,2025-10-01T04:21:35.743151+00:00
de216057_9f48b6c4,9f48b6c4,de216057,1,Fresh Produce,2780.0,grams,3450 grams,2780.0,3450.0,1.2410071942446044,balanced,1,18.697,2,6,4,105,1,2025-10-02T04:47:55.627291+00:00
2d071e37_7fd671a4,7fd671a4,2d071e37,1,Beverage,8.2,kg,19.7 kg,8200.0,19700.0,2.402439024390244,balanced,1,14.413,-1,3,4,116,1,2025-09-28T19:13:07.561846+00:00
6576babf_d81aa384,d81aa384,6576babf,0,Bakery,19.2,kg,8.5 kg,19200.0,8500.0,0.4427083333333333,too_small,1,15.088,-3,6,9,98,1,2025-10-01T01:31:19.022604+00:00
77f087de_bdff5a1d,bdff5a1d,77f087de,0,Frozen / Chilled,18.7,kg,16.5 kg,18700.0,16500.0,0.8823529411764706,balanced,1,28.094,3,3,0,19,1,2025-09-27T19:31:33.616048+00:00
8e36078b_18c97460,18c97460,8e36078b,1,Bakery,8.8,kg,15.5 kg,8800.0,15500.0,1.7613636363636365,balanced,1,16.508,3,3,0,107,1,2025-10-02T02:45:53.991619+00:00
54110be7_4106811f,4106811f,54110be7,0,Bakery,3090.0,grams,17.4 kg,3090.0,17400.0,5.631067961165049,too_large,1,23.22,-2,-1,1,90,1,2025-10-01T02:36:10.528967+00:00
2cd9d5fa_51dedd40,51dedd40,2cd9d5fa,1,Bakery,1896.0,grams,4.0 kg,1896.0,4000.0,2.109704641350211,balanced,1,24.727,-8,1,9,58,1,2025-10-02T04:53:54.442161+00:00
5e4694ce_3c46b60f,3c46b60f,5e4694ce,1,Frozen / Chilled,12.4,kg,12.1 kg,12400.0,12100.0,0.9758064516129032,balanced,1,7.676,-1,1,2,107,1,2025-09-30T09:22:48.762519+00:00
2a0e3091_dd41a501,dd41a501,2a0e3091,1,Frozen / Chilled,2.8,kg,21.3 kg,2800.0,21300.0,7.607142857142857,too_large,1,16.664,-1,3,4,28,1,2025-10-02T11:28:24.536383+00:00
bc60a924_7ce90edb,7ce90edb,bc60a924,0,Fresh Produce,488.0,grams,2.0 kg,488.0,2000.0,4.098360655737705,too_large,1,34.705,-3,0,3,105,1,2025-09-29T11:23:46.981073+00:00
65b6d130_56da2f3f,56da2f3f,65b6d130,1,Fresh Produce,6.4,kg,23.2 kg,6400.0,23200.0,3.625,too_large,1,11.712,2,3,1,57,1,2025-10-02T13:12:11.176683+00:00
68f63853_f49b4177,f49b4177,68f63853,1,Frozen / Chilled,8.1,kg,15.9 kg,8100.0,15900.0,1.962962962962963,balanced,1,25.964,-3,5,8,105,1,2025-09-29T03:20:08.146775+00:00
384693ed_e70a4970,e70a4970,384693ed,1,Beverage,3447.0,grams,24.7 kg,3447.0,24700.0,7.165651290977662,too_large,1,32.209,0,5,5,88,1,2025-09-30T08:36:48.065693+00:00
141dcf62_b09c89c2,b09c89c2,141dcf62,0,Frozen / Chilled,2120.0,grams,2394 grams,2120.0,2394.0,1.129245283018868,balanced,1,18.777,-3,0,3,27,1,2025-09-30T20:37:19.676596+00:00
1ed69372_54961c16,54961c16,1ed69372,0,Fresh Produce,15.4,kg,5845 grams,15400.0,5845.0,0.3795454545454545,too_small,1,10.787,-6,2,8,75,1,2025-09-28T13:53:50.537615+00:00
2a1cc465_0216e468,0216e468,2a1cc465,1,Packaged / Canned,3842.0,grams,6.4 kg,3842.0,6400.0,1.665799062988027,balanced,1,20.962,-1,1,2,86,1,2025-09-30T00:38:02.533775+00:00
59b7eb91_2d236e28,2d236e28,59b7eb91,1,Beverage,9.3,kg,11.5 kg,9300.0,11500.0,1.2365591397849462,balanced,1,9.678,2,4,2,104,1,2025-09-29T17:24:38.177537+00:00
16187f52_7da05b34,7da05b34,16187f52,1,Frozen / Chilled,747.0,grams,18.4 kg,747.0,18400.0,10.0,too_large,1,7.406,-3,1,4,120,1,2025-10-02T11:21:42.835763+00:00
