pair_id,donation_id,request_id,y,food_type,req_qty_value,req_qty_unit,off_qty_text,req_qty_g,off_qty_g,qty_ratio,distance_km,expiry_gap_days,donation_fresh_days_left,req_need_days_from_now,created_at
97662ef6_75708442,75708442,97662ef6,1,Fresh Produce,13.2,kg,16.6 kg,13200.0,16600.0,1.2575757575757576,0.862,-2,0,2,2025-09-21T19:52:23.867772
f37bd761_2580e47c,2580e47c,f37bd761,0,Fresh Produce,4.9,kg,20.1 kg,4900.0,20100.0,4.1020408163265305,20.379,,0,0,2025-09-23T05:33:26.351981
b1766711_27cb2ea4,27cb2ea4,b1766711,1,Packaged / Canned,19.9,kg,16.3 kg,19900.0,16300.0,0.8190954773869347,15.481,4,6,2,2025-09-21T15:02:22.023554
4682ab3e_abf79941,abf79941,4682ab3e,0,Beverage,6.4,kg,5454 grams,6400.0,5454.0,0.8521875,17.89,-9,0,9,2025-09-26T03:05:11.195266
d0a3a2af_2e76d42f,2e76d42f,d0a3a2af,1,Packaged / Canned,3.7,kg,16.8 kg,3700.0,16800.0,4.54054054054054,10.786,-1,4,5,2025-09-23T01:57:51.341902
9eb45952_a5d36243,a5d36243,9eb45952,1,Beverage,2365.0,grams,2994 grams,2365.0,2994.0,1.2659619450317126,18.692,,6,6,2025-09-24T04:44:21.992418
5e44481a_12b3877c,12b3877c,5e44481a,0,Cooked Meals,6.3,kg,14.1 kg,6300.0,14100.0,2.238095238095238,7.004,-3,4,7,2025-09-26T06:40:28.328614
3afad5bc_89546cec,89546cec,3afad5bc,1,Packaged / Canned,1.4,kg,11.1 kg,1400.0,11100.0,7.928571428571429,13.945,1,4,3,2025-09-24T04:17:00.954849
a90db1a7_2c191659,2c191659,a90db1a7,0,Frozen / Chilled,12.5,kg,24.0 kg,12500.0,24000.0,1.92,8.035,-4,-1,3,2025-09-26T21:44:00.102375
d204d1b4_17eca541,17eca541,d204d1b4,1,Cooked Meals,2143.0,grams,24.8 kg,2143.0,24800.0,10.0,5.933,-2,4,6,2025-09-27T00:33:41.750445
4661f896_c208eaf1,c208eaf1,4661f896,1,Bakery,16.9,kg,3031 grams,16900.0,3031.0,0.1793491124260355,8.749,-2,6,8,2025-09-22T23:45:32.824778
4adf9a88_9f764276,9f764276,4adf9a88,0,Beverage,12.7,kg,20.8 kg,12700.0,20800.0,1.6377952755905512,9.505,-7,0,7,2025-09-23T23:19:43.601353
dc969ca6_997439f4,997439f4,dc969ca6,0,Cooked Meals,15.4,kg,3268 grams,15400.0,3268.0,0.2122077922077922,22.566,-3,0,3,2025-09-24T02:13:40.354086
5fd45559_e65539d3,e65539d3,5fd45559,1,Bakery,3.5,kg,4.3 kg,3500.0,4300.0,1.2285714285714286,34.803,,0,0,2025-09-25T11:14:59.267235
6b3969fd_ce88e06f,ce88e06f,6b3969fd,1,Fresh Produce,0.7,kg,3.0 kg,700.0,3000.0,4.285714285714286,20.518,-7,1,8,2025-09-24T04:28:12.561572
1b063710_96a66948,96a66948,1b063710,1,Packaged / Canned,2884.0,grams,11.3 kg,2884.0,11300.0,3.9181692094313454,15.729,1,5,4,2025-09-27T19:52:25.107602
59db7727_29e7a1f4,29e7a1f4,59db7727,0,Frozen / Chilled,13.7,kg,8.1 kg,13700.0,8100.0,0.5912408759124088,25.683,-3,0,3,2025-09-27T14:51:46.546167
c8e6aaf6_3bd96096,3bd96096,c8e6aaf6,1,Beverage,2.3,kg,7.6 kg,2300.0,7600.0,3.3043478260869565,5.173,3,3,0,2025-09-22T04:17:10.395398
9c082c4a_e0dd906c,e0dd906c,9c082c4a,1,Packaged / Canned,12.4,kg,14.0 kg,12400.0,14000.0,1.1290322580645162,21.895,-4,0,4,2025-09-23T01:33:39.131262
a8c3e203_55413f1f,55413f1f,a8c3e203,1,Packaged / Canned,2839.0,grams,21.1 kg,2839.0,21100.0,7.432194434660092,23.966,-4,3,7,2025-09-21T20:44:20.769048
07c4464c_9367acbd,9367acbd,07c4464c,1,Beverage,480.0,grams,10.6 kg,480.0,10600.0,10.0,28.683,-2,6,8,2025-09-22T07:20:19.675691
f905195b_9f4f338c,9f4f338c,f905195b,1,Cooked Meals,11.4,kg,1650 grams,11400.0,1650.0,0.14473684210526316,1.99,,0,0,2025-09-28T02:00:47.271724
6eabb15d_fb0072cf,fb0072cf,6eabb15d,1,Beverage,11.1,kg,14.0 kg,11100.0,14000.0,1.2612612612612613,3.796,-7,2,9,2025-09-24T15:55:10.084733
98897b85_80471e09,80471e09,98897b85,0,Bakery,15.0,kg,1.0 kg,15000.0,1000.0,0.06666666666666667,25.12,-4,1,5,2025-09-27T03:11:04.240495
8abe7f1d_99d719e4,99d719e4,8abe7f1d,1,Bakery,9.9,kg,24.9 kg,9900.0,24900.0,2.515151515151515,29.676,-1,3,4,2025-09-26T12:58:29.495961
d2647d1c_3f150cc9,3f150cc9,d2647d1c,0,Cooked Meals,18.0,kg,916 grams,18000.0,916.0,0.050888888888888886,12.584,3,4,1,2025-09-23T01:27:14.153369
9157352c_230a9cd4,230a9cd4,9157352c,0,Packaged / Canned,841.0,grams,22.5 kg,841.0,22500.0,10.0,45.343,-1,2,3,2025-09-24T16:49:12.094577
35af9e65_c3952919,c3952919,35af9e65,0,Fresh Produce,1.9,kg,12.6 kg,1900.0,12600.0,6.631578947368421,7.154,-5,1,6,2025-09-21T17:01:42.149306
794e4219_950e1191,950e1191,794e4219,1,Beverage,17.1,kg,15.8 kg,17100.0,15800.0,0.9239766081871345,11.81,-8,1,9,2025-09-25T02:14:45.200261
c62818a5_1c63282f,1c63282f,c62818a5,1,Frozen / Chilled,1461.0,grams,19.3 kg,1461.0,19300.0,10.0,38.99,-7,1,8,2025-09-23T02:48:23.097243
9a96e528_f5fbdffd,f5fbdffd,9a96e528,0,Bakery,13.4,kg,2201 grams,13400.0,2201.0,0.16425373134328358,43.366,-5,2,7,2025-09-25T21:50:26.058047
a3fd7701_0ce08c8e,0ce08c8e,a3fd7701,1,Cooked Meals,3328.0,grams,13.3 kg,3328.0,13300.0,3.996394230769231,28.51,-1,1,2,2025-09-26T07:37:58.229670
74415d53_de05008e,de05008e,74415d53,0,Cooked Meals,3542.0,grams,515 grams,3542.0,515.0,0.14539808018068887,35.948,-2,4,6,2025-09-26T06:16:59.666939
90cdb020_9af96bc8,9af96bc8,90cdb020,1,Cooked Meals,8.7,kg,4470 grams,8700.0,4470.0,0.5137931034482759,27.911,-7,0,7,2025-09-27T23:41:33.574717
a982c96c_dd768f17,dd768f17,a982c96c,0,Bakery,4.7,kg,19.8 kg,4700.0,19800.0,4.212765957446808,26.742,-5,4,9,2025-09-22T20:23:50.743470
a06d1cea_e97ed8a5,e97ed8a5,a06d1cea,1,Bakery,16.4,kg,24.8 kg,16400.0,24800.0,1.5121951219512195,35.235,-2,2,4,2025-09-22T07:07:46.553730
11d237f2_4ba7a050,4ba7a050,11d237f2,0,Frozen / Chilled,13.5,kg,20.1 kg,13500.0,20100.0,1.488888888888889,19.006,-7,2,9,2025-09-25T15:32:17.265180
7d9a9f21_852346c3,852346c3,7d9a9f21,0,Bakery,7.0,kg,4504 grams,7000.0,4504.0,0.6434285714285715,44.651,-8,-1,7,2025-09-24T08:25:10.975676
8d658823_145c7189,145c7189,8d658823,0,Bakery,3260.0,grams,11.4 kg,3260.0,11400.0,3.496932515337423,15.551,-9,0,9,2025-09-27T04:09:03.070518
7ea8a645_e9886dee,e9886dee,7ea8a645,1,Packaged / Canned,3.4,kg,19.5 kg,3400.0,19500.0,5.735294117647059,18.958,-4,0,4,2025-09-21T17:22:32.151344
5f6b9487_d04f45aa,d04f45aa,5f6b9487,1,Fresh Produce,5.5,kg,8.8 kg,5500.0,8800.0,1.6,32.916,,0,0,2025-09-24T20:23:48.659024
d4e3e268_a57a8178,a57a8178,d4e3e268,1,Packaged / Canned,6.3,kg,20.0 kg,6300.0,20000.0,3.1746031746031744,47.063,,3,3,2025-09-23T04:35:17.149456
c3a30173_87d7d070,87d7d070,c3a30173,1,Cooked Meals,5.9,kg,403 grams,5900.0,403.0,0.06830508474576272,8.326,-7,-1,6,2025-09-25T09:55:33.616337
d17355bf_104b4b03,104b4b03,d17355bf,0,Cooked Meals,3894.0,grams,22.7 kg,3894.0,22700.0,5.829481253210067,37.143,2,4,2,2025-09-24T18:01:32.520404
2a9e6a83_7e51f8ad,7e51f8ad,2a9e6a83,1,Frozen / Chilled,1014.0,grams,4525 grams,1014.0,4525.0,4.462524654832347,15.345,-2,2,4,2025-09-23T00:59:44.646267
30dd7a2c_13339c15,13339c15,30dd7a2c,1,Bakery,19.3,kg,14.9 kg,19300.0,14900.0,0.772020725388601,15.583,-1,2,3,2025-09-23T05:24:14.126837
99890021_bca28eea,bca28eea,99890021,1,Bakery,11.9,kg,20.1 kg,11900.0,20100.0,1.6890756302521008,38.321,-7,0,7,2025-09-23T06:13:34.402928
e881eb3c_fd160dae,fd160dae,e881eb3c,0,Cooked Meals,14.7,kg,21.8 kg,14700.0,21800.0,1.4829931972789117,42.42,2,2,0,2025-09-23T14:23:01.872173
aa628fa0_c1b8778d,c1b8778d,aa628fa0,1,Bakery,7.8,kg,4.8 kg,7800.0,4800.0,0.6153846153846154,29.323,-8,0,8,2025-09-21T19:53:46.400761
4b779f05_e2840dfb,e2840dfb,4b779f05,1,Cooked Meals,13.6,kg,5294 grams,13600.0,5294.0,0.38926470588235296,16.488,2,3,1,2025-09-23T05:08:16.072231
82300da9_1447da82,1447da82,82300da9,1,Bakery,10.1,kg,3017 grams,10100.0,3017.0,0.2987128712871287,18.096,-5,3,8,2025-09-27T08:31:20.887836
09eebb21_9f7afe66,9f7afe66,09eebb21,0,Beverage,10.5,kg,1102 grams,10500.0,1102.0,0.10495238095238095,36.823,-7,0,7,2025-09-25T17:29:57.610896
750e6fef_216a6d8a,216a6d8a,750e6fef,0,Beverage,4.8,kg,22.4 kg,4800.0,22400.0,4.666666666666667,15.807,-4,5,9,2025-09-22T23:23:26.539232
28adac56_f6b4b082,f6b4b082,28adac56,0,Cooked Meals,14.2,kg,4202 grams,14200.0,4202.0,0.2959154929577465,42.94,-1,4,5,2025-09-26T08:38:12.139253
24a00e24_c297f448,c297f448,24a00e24,1,Beverage,531.0,grams,3200 grams,531.0,3200.0,6.0263653483992465,22.805,4,4,0,2025-09-27T03:36:59.994057
237264e3_b517054f,b517054f,237264e3,1,Fresh Produce,15.7,kg,5310 grams,15700.0,5310.0,0.3382165605095541,27.179,3,4,1,2025-09-25T03:25:41.733664
4478f189_59bd9aeb,59bd9aeb,4478f189,1,Beverage,3.8,kg,6.1 kg,3800.0,6100.0,1.605263157894737,12.746,-3,3,6,2025-09-27T01:48:48.097846
c887bd82_47c42544,47c42544,c887bd82,1,Cooked Meals,17.4,kg,24.3 kg,17400.0,24300.0,1.396551724137931,44.783,-4,3,7,2025-09-24T22:46:26.679262
33e33b61_ac8fb3a2,ac8fb3a2,33e33b61,0,Frozen / Chilled,10.9,kg,1.7 kg,10900.0,1700.0,0.1559633027522936,7.102,-4,0,4,2025-09-23T22:42:27.627039
2d8cc5a0_ad09cd33,ad09cd33,2d8cc5a0,0,Cooked Meals,4.7,kg,2.8 kg,4700.0,2800.0,0.5957446808510638,24.488,2,5,3,2025-09-24T11:51:47.657900
c6a89a40_56ed32ec,56ed32ec,c6a89a40,1,Beverage,4.0,kg,0.7 kg,4000.0,700.0,0.175,11.196,-4,2,6,2025-09-22T17:49:36.047172
45448abc_7b03a0e7,7b03a0e7,45448abc,1,Fresh Produce,0.5,kg,1565 grams,500.0,1565.0,3.13,42.06,3,6,3,2025-09-25T15:42:03.684779
cbc23b43_be377fb6,be377fb6,cbc23b43,0,Cooked Meals,8.7,kg,17.7 kg,8700.0,17700.0,2.0344827586206895,38.074,-3,6,9,2025-09-21T13:24:50.679812
5416362f_e30797a9,e30797a9,5416362f,1,Cooked Meals,1.3,kg,21.9 kg,1300.0,21900.0,10.0,15.918,,0,0,2025-09-21T16:15:27.216150
e64988cb_5a32c081,5a32c081,e64988cb,0,Beverage,18.0,kg,5442 grams,18000.0,5442.0,0.30233333333333334,36.869,-6,0,6,2025-09-21T12:07:49.047442
8169059d_6560add3,6560add3,8169059d,0,Beverage,1.0,kg,21.8 kg,1000.0,21800.0,10.0,25.413,1,3,2,2025-09-28T09:00:34.321691
d059729d_d800236b,d800236b,d059729d,1,Frozen / Chilled,7.4,kg,4.3 kg,7400.0,4300.0,0.581081081081081,24.241,3,3,0,2025-09-25T05:18:14.674945
6f24cf30_118e57e7,118e57e7,6f24cf30,0,Packaged / Canned,3.4,kg,5.2 kg,3400.0,5200.0,1.5294117647058822,18.676,-6,-1,5,2025-09-22T02:10:30.826609
529cb45b_8ceb240d,8ceb240d,529cb45b,1,Cooked Meals,17.8,kg,23.5 kg,17800.0,23500.0,1.3202247191011236,39.322,2,6,4,2025-09-26T18:49:10.616563
98302131_7cdf3eea,7cdf3eea,98302131,1,Beverage,11.8,kg,19.3 kg,11800.0,19300.0,1.6355932203389831,25.857,1,4,3,2025-09-24T18:39:25.020828
db634fad_145f7f26,145f7f26,db634fad,1,Bakery,10.7,kg,17.3 kg,10700.0,17300.0,1.6168224299065421,20.141,-10,-1,9,2025-09-24T17:15:45.968812
660fdfbe_a6606506,a6606506,660fdfbe,0,Frozen / Chilled,11.4,kg,15.7 kg,11400.0,15700.0,1.3771929824561404,12.964,-7,0,7,2025-09-23T09:00:43.434404
359f068e_6063d67e,6063d67e,359f068e,0,Fresh Produce,0.7,kg,14.0 kg,700.0,14000.0,10.0,5.642,-1,0,1,2025-09-24T15:10:38.130718
d834f407_e22ecad7,e22ecad7,d834f407,0,Frozen / Chilled,1028.0,grams,14.0 kg,1028.0,14000.0,10.0,46.893,,4,4,2025-09-27T10:37:41.440220
7685fa85_54b46bc7,54b46bc7,7685fa85,1,Cooked Meals,1541.0,grams,7.3 kg,1541.0,7300.0,4.737183646982479,14.464,-5,-1,4,2025-09-22T10:49:18.749025
23063d05_fe422297,fe422297,23063d05,1,Packaged / Canned,15.1,kg,2526 grams,15100.0,2526.0,0.16728476821192054,29.779,2,6,4,2025-09-23T08:22:19.457742
5f9e6ea2_5f056995,5f056995,5f9e6ea2,0,Packaged / Canned,2767.0,grams,835 grams,2767.0,835.0,0.3017708709794001,25.854,-2,1,3,2025-09-24T05:01:29.498631
c5284b45_8ecc1ce6,8ecc1ce6,c5284b45,1,Frozen / Chilled,4.5,kg,0.9 kg,4500.0,900.0,0.2,33.777,-3,-1,2,2025-09-22T19:05:13.957081
363391ad_2be52624,2be52624,363391ad,1,Packaged / Canned,9.6,kg,3153 grams,9600.0,3153.0,0.3284375,33.635,,3,3,2025-09-25T03:48:36.007020
27cd11eb_08e6826a,08e6826a,27cd11eb,1,Packaged / Canned,14.0,kg,24.2 kg,14000.0,24200.0,1.7285714285714286,28.587,-3,4,7,2025-09-22T18:20:46.812818
02cb50b7_f8986b50,f8986b50,02cb50b7,1,Frozen / Chilled,2534.0,grams,22.9 kg,2534.0,22900.0,9.037095501183899,29.123,-7,1,8,2025-09-22T00:03:48.674223
281b29be_5de3e067,5de3e067,281b29be,1,Fresh Produce,2.1,kg,16.8 kg,2100.0,16800.0,8.0,29.758,-3,-1,2,2025-09-24T15:22:09.104036
23bcb953_4fe4bdd2,4fe4bdd2,23bcb953,1,Beverage,11.1,kg,15.0 kg,11100.0,15000.0,1.3513513513513513,20.621,6,6,0,2025-09-24T04:22:50.550592
f17e62cc_160ad63a,160ad63a,f17e62cc,1,Cooked Meals,12.5,kg,1988 grams,12500.0,1988.0,0.15904,11.6,2,5,3,2025-09-25T23:46:32.413732
adf28a23_f5cf7c60,f5cf7c60,adf28a23,1,Beverage,5.8,kg,10.0 kg,5800.0,10000.0,1.7241379310344827,35.169,1,5,4,2025-09-23T21:24:23.321070
01a74377_db6e646f,db6e646f,01a74377,1,Bakery,9.3,kg,24.4 kg,9300.0,24400.0,2.6236559139784945,4.693,-3,5,8,2025-09-23T02:47:10.042496
8d9fcc2e_7d811523,7d811523,8d9fcc2e,0,Frozen / Chilled,16.1,kg,12.4 kg,16100.000000000002,12400.0,0.7701863354037266,22.613,3,5,2,2025-09-25T17:04:32.695380
178d1ae6_058c6889,058c6889,178d1ae6,1,Frozen / Chilled,4.1,kg,5135 grams,4100.0,5135.0,1.252439024390244,25.434,-3,6,9,2025-09-24T07:24:09.227906
96455184_670267a3,670267a3,96455184,0,Fresh Produce,1538.0,grams,849 grams,1538.0,849.0,0.5520156046814044,41.583,-3,-1,2,2025-09-22T21:03:42.123230
f663ee4a_9e3cebb9,9e3cebb9,f663ee4a,0,Packaged / Canned,19.7,kg,1703 grams,19700.0,1703.0,0.08644670050761422,22.616,3,3,0,2025-09-21T12:02:13.162368
96b5ab08_3a76e60d,3a76e60d,96b5ab08,0,Bakery,3.0,kg,3769 grams,3000.0,3769.0,1.2563333333333333,24.613,-7,0,7,2025-09-27T20:28:34.258016
e38affbe_e70833a3,e70833a3,e38affbe,0,Frozen / Chilled,682.0,grams,10.6 kg,682.0,10600.0,10.0,2.552,1,4,3,2025-09-28T00:09:28.218709
8609a1b0_d8b1d6ba,d8b1d6ba,8609a1b0,0,Bakery,5.7,kg,14.4 kg,5700.0,14400.0,2.526315789473684,15.182,-2,0,2,2025-09-26T19:16:35.516167
6b9c43a3_3e318f32,3e318f32,6b9c43a3,0,Packaged / Canned,2.6,kg,16.6 kg,2600.0,16600.0,6.384615384615385,16.767,-10,-1,9,2025-09-21T23:53:23.673321
a5862567_22f7330d,22f7330d,a5862567,1,Bakery,2161.0,grams,10.3 kg,2161.0,10300.0,4.766311892642295,21.503,2,5,3,2025-09-28T06:08:09.257236
20b61c42_415632a2,415632a2,20b61c42,0,Cooked Meals,11.7,kg,5.6 kg,11700.0,5600.0,0.47863247863247865,17.645,2,2,0,2025-09-24T02:26:56.434227
484982d8_a000fca1,a000fca1,484982d8,0,Bakery,10.0,kg,14.0 kg,10000.0,14000.0,1.4,34.426,-6,-1,5,2025-09-24T08:45:10.025558
b7e49897_7a1165b7,7a1165b7,b7e49897,1,Cooked Meals,3520.0,grams,7.6 kg,3520.0,7600.0,2.159090909090909,8.186,-7,2,9,2025-09-23T13:44:31.459978
a44a8244_72127117,72127117,a44a8244,0,Beverage,2.8,kg,4788 grams,2800.0,4788.0,1.71,17.741,-8,-1,7,2025-09-23T14:01:13.772610
307dcc17_57210ea1,57210ea1,307dcc17,1,Beverage,2044.0,grams,3471 grams,2044.0,3471.0,1.6981409001956946,24.97,-5,0,5,2025-09-21T11:22:49.784963
af776a5a_b0e04b1a,b0e04b1a,af776a5a,1,Bakery,10.4,kg,12.5 kg,10400.0,12500.0,1.2019230769230769,38.134,1,1,0,2025-09-22T04:20:36.650234
663ed6b2_90c41b0a,90c41b0a,663ed6b2,1,Packaged / Canned,11.6,kg,17.7 kg,11600.0,17700.0,1.5258620689655173,33.455,-9,0,9,2025-09-23T16:41:33.469051
91d1e7b6_18e9e8d5,18e9e8d5,91d1e7b6,1,Fresh Produce,18.0,kg,23.3 kg,18000.0,23300.0,1.2944444444444445,20.633,,0,0,2025-09-22T09:56:37.340028
24ec5d90_d1bf7e1c,d1bf7e1c,24ec5d90,1,Cooked Meals,11.2,kg,18.9 kg,11200.0,18900.0,1.6875,39.586,-2,-1,1,2025-09-25T13:19:30.316625
8c914716_d5edfe51,d5edfe51,8c914716,0,Packaged / Canned,1734.0,grams,14.2 kg,1734.0,14200.0,8.189158016147635,32.046,1,5,4,2025-09-27T15:19:23.446136
2de1eb6f_35c2abe8,35c2abe8,2de1eb6f,0,Frozen / Chilled,4.8,kg,18.4 kg,4800.0,18400.0,3.8333333333333335,17.808,4,5,1,2025-09-25T14:23:53.526109
bdfa2f22_a15843f6,a15843f6,bdfa2f22,1,Fresh Produce,9.4,kg,8.4 kg,9400.0,8400.0,0.8936170212765957,16.206,-4,2,6,2025-09-21T14:45:21.103529
13f2bca9_36fd6aad,36fd6aad,13f2bca9,0,Packaged / Canned,15.2,kg,5.2 kg,15200.0,5200.0,0.34210526315789475,6.573,-2,3,5,2025-09-24T01:05:04.146870
4f7867fd_ead9246a,ead9246a,4f7867fd,0,Bakery,2.1,kg,21.7 kg,2100.0,21700.0,10.0,20.19,-4,5,9,2025-09-25T18:33:49.702669
d51d3c10_45a102a7,45a102a7,d51d3c10,0,Cooked Meals,4.8,kg,16.6 kg,4800.0,16600.0,3.4583333333333335,19.845,-3,0,3,2025-09-22T12:19:18.056892
c285130e_c7d68880,c7d68880,c285130e,1,Packaged / Canned,7.7,kg,19.3 kg,7700.0,19300.0,2.5064935064935066,22.391,-3,3,6,2025-09-25T23:27:25.492882
fb89acca_2f15e0bf,2f15e0bf,fb89acca,1,Cooked Meals,3302.0,grams,20.6 kg,3302.0,20600.0,6.238643246517262,10.281,2,3,1,2025-09-23T04:46:11.758424
1c908a7e_7cbc5af6,7cbc5af6,1c908a7e,1,Frozen / Chilled,12.0,kg,25.0 kg,12000.0,25000.0,2.0833333333333335,44.174,-2,5,7,2025-09-24T13:01:50.866868
bb7ec6f1_03a04c8e,03a04c8e,bb7ec6f1,1,Fresh Produce,2835.0,grams,20.8 kg,2835.0,20800.0,7.336860670194003,24.025,2,6,4,2025-09-27T06:11:02.695339
590574aa_de30d2ec,de30d2ec,590574aa,1,Fresh Produce,7.6,kg,16.9 kg,7600.0,16900.0,2.223684210526316,20.35,-4,-1,3,2025-09-24T10:13:55.235056
537c60f9_71b7ae10,71b7ae10,537c60f9,1,Beverage,3288.0,grams,5.0 kg,3288.0,5000.0,1.5206812652068127,10.85,-6,0,6,2025-09-26T14:38:44.436116
ec40bc50_320dc395,320dc395,ec40bc50,1,Fresh Produce,3.7,kg,3.0 kg,3700.0,3000.0,0.8108108108108109,19.64,5,5,0,2025-09-22T05:43:31.610592
d6af85b1_3d85032d,3d85032d,d6af85b1,0,Frozen / Chilled,12.3,kg,5.9 kg,12300.0,5900.0,0.4796747967479675,29.329,-6,-1,5,2025-09-28T02:29:42.432561
2736c00a_96b1f63a,96b1f63a,2736c00a,1,Fresh Produce,2.8,kg,5.6 kg,2800.0,5600.0,2.0,3.618,-2,6,8,2025-09-25T04:14:12.168322
a033b08c_d7169cdc,d7169cdc,a033b08c,1,Bakery,13.5,kg,14.7 kg,13500.0,14700.0,1.0888888888888888,31.401,-6,-1,5,2025-09-27T07:08:28.230291
0caf2c87_da76e8e4,da76e8e4,0caf2c87,1,Fresh Produce,1726.0,grams,4.5 kg,1726.0,4500.0,2.6071842410196986,14.563,-7,-1,6,2025-09-23T07:26:31.744562
2a16616d_785a9a21,785a9a21,2a16616d,1,Bakery,2.8,kg,4.1 kg,2800.0,4100.0,1.4642857142857142,25.662,5,5,0,2025-09-21T17:37:13.751905
9b2c3cb0_9dc7830d,9dc7830d,9b2c3cb0,0,Packaged / Canned,5.4,kg,21.6 kg,5400.0,21600.0,4.0,7.537,-1,0,1,2025-09-26T21:59:24.173277
9b7ec92b_516646c2,516646c2,9b7ec92b,1,Bakery,3700.0,grams,4740 grams,3700.0,4740.0,1.281081081081081,19.863,-7,1,8,2025-09-24T03:57:31.209375
51831a3e_c32e0c01,c32e0c01,51831a3e,0,Beverage,17.0,kg,2.7 kg,17000.0,2700.0,0.1588235294117647,12.14,-7,2,9,2025-09-24T21:26:04.653178
7f226757_13cec5c2,13cec5c2,7f226757,0,Packaged / Canned,14.4,kg,9.3 kg,14400.0,9300.0,0.6458333333333334,9.456,-2,-1,1,2025-09-25T00:27:46.903952
6835f50c_c54d89c5,c54d89c5,6835f50c,1,Cooked Meals,9.8,kg,23.7 kg,9800.0,23700.0,2.4183673469387754,37.254,-9,0,9,2025-09-25T10:45:22.203606
6f8ab327_f6de3e41,f6de3e41,6f8ab327,0,Cooked Meals,2088.0,grams,2612 grams,2088.0,2612.0,1.2509578544061302,24.952,-3,4,7,2025-09-24T13:27:15.245248
08703566_55c24544,55c24544,08703566,1,Cooked Meals,14.5,kg,2.1 kg,14500.0,2100.0,0.14482758620689656,31.599,1,6,5,2025-09-24T10:49:30.549537
88735e1d_92daba2f,92daba2f,88735e1d,0,Beverage,9.5,kg,4.3 kg,9500.0,4300.0,0.45263157894736844,29.831,-7,2,9,2025-09-22T17:15:55.489498
3b38811e_c81849e5,c81849e5,3b38811e,0,Frozen / Chilled,17.3,kg,5.5 kg,17300.0,5500.0,0.3179190751445087,48.451,-5,2,7,2025-09-25T04:54:30.832198
4f16562e_5041ca6f,5041ca6f,4f16562e,0,Fresh Produce,2174.0,grams,5699 grams,2174.0,5699.0,2.6214351425942963,38.459,-9,0,9,2025-09-24T08:02:12.195101
fbb6309b_0bf00038,0bf00038,fbb6309b,0,Frozen / Chilled,17.0,kg,10.9 kg,17000.0,10900.0,0.6411764705882353,29.498,-5,-1,4,2025-09-21T18:00:15.017696
313f1741_6984d794,6984d794,313f1741,1,Cooked Meals,13.0,kg,13.3 kg,13000.0,13300.0,1.023076923076923,5.445,-7,-1,6,2025-09-25T16:17:02.908006
1ceaa9f0_c7cab3da,c7cab3da,1ceaa9f0,1,Frozen / Chilled,1544.0,grams,0.9 kg,1544.0,900.0,0.582901554404145,22.092,-1,3,4,2025-09-25T17:41:54.818147
8bb49f79_557d0d36,557d0d36,8bb49f79,0,Frozen / Chilled,18.5,kg,1151 grams,18500.0,1151.0,0.062216216216216216,13.791,,2,2,2025-09-27T03:39:13.584294
aa0f67bf_5bf2881b,5bf2881b,aa0f67bf,0,Bakery,1834.0,grams,6.0 kg,1834.0,6000.0,3.271537622682661,21.411,-2,1,3,2025-09-27T15:36:41.459920
345401d5_180088f2,180088f2,345401d5,1,Fresh Produce,11.1,kg,0.7 kg,11100.0,700.0,0.06306306306306306,22.082,-3,-1,2,2025-09-26T19:47:28.703976
e989165c_d2f5a08c,d2f5a08c,e989165c,1,Beverage,5.4,kg,9.5 kg,5400.0,9500.0,1.7592592592592593,34.72,-4,3,7,2025-09-26T03:23:51.898443
ea7bb38b_94a687e4,94a687e4,ea7bb38b,1,Frozen / Chilled,15.2,kg,1795 grams,15200.0,1795.0,0.1180921052631579,31.439,-4,3,7,2025-09-25T03:50:50.043939
1f72893f_51571486,51571486,1f72893f,1,Bakery,15.1,kg,3.7 kg,15100.0,3700.0,0.24503311258278146,12.507,-3,3,6,2025-09-22T06:52:16.828316
8e72d3bc_a242909e,a242909e,8e72d3bc,1,Frozen / Chilled,6.2,kg,4678 grams,6200.0,4678.0,0.7545161290322581,33.64,-8,0,8,2025-09-26T03:36:00.293160
52e0a805_d7e1d604,d7e1d604,52e0a805,1,Beverage,19.8,kg,23.2 kg,19800.0,23200.0,1.1717171717171717,4.701,-5,-1,4,2025-09-25T01:20:39.147786
19739ed1_4be29125,4be29125,19739ed1,1,Packaged / Canned,2536.0,grams,5858 grams,2536.0,5858.0,2.3099369085173502,25.069,2,2,0,2025-09-26T22:01:05.221161
4a1ebc7e_96c28e63,96c28e63,4a1ebc7e,1,Bakery,16.7,kg,8.7 kg,16700.0,8700.0,0.5209580838323353,18.346,,0,0,2025-09-22T04:58:15.662080
cd595397_5e43391a,5e43391a,cd595397,1,Bakery,17.6,kg,5.3 kg,17600.0,5300.0,0.30113636363636365,15.663,-2,3,5,2025-09-23T06:43:54.811665
16527afb_34d3aa3c,34d3aa3c,16527afb,1,Beverage,674.0,grams,21.5 kg,674.0,21500.0,10.0,32.682,3,5,2,2025-09-22T04:39:28.032748
dc1fe870_f43303cb,f43303cb,dc1fe870,1,Frozen / Chilled,14.4,kg,24.7 kg,14400.0,24700.0,1.7152777777777777,10.523,-3,6,9,2025-09-23T17:21:49.726897
